playerID,Total_Wins,Total_Losses,Total_Games,Win_Percentage,First_Yr_Mgr,Last_Yr_Mgr,Yrs_As_Mgr,Avg_Rank
hendebi99,58.0,47.0,106.0,0.5471698113207547,1884.0,1884.0,1.0,4.0
hendrja01,520.0,528.0,1057.0,0.49195837275307475,1918.0,1929.0,7.0,4.857142857142857
hengled99,34.0,39.0,74.0,0.4594594594594595,1884.0,1884.0,1.0,5.0
hermabi01,189.0,274.0,465.0,0.4064516129032258,1947.0,1966.0,4.0,8.25
herzobu01,165.0,226.0,401.0,0.4114713216957606,1914.0,1916.0,3.0,7.333333333333333
herzowh01,1281.0,1125.0,2409.0,0.5317559153175592,1973.0,1990.0,18.0,2.888888888888889
hewetwa99,10.0,29.0,40.0,0.25,1888.0,1888.0,1.0,8.0
hicksna01,30.0,38.0,71.0,0.4225352112676056,1875.0,1875.0,1.0,7.0
higgipi01,560.0,556.0,1119.0,0.5004468275245755,1955.0,1962.0,8.0,5.375
highadi01,29.0,11.0,40.0,0.725,1874.0,1874.0,1.0,2.0
hillmtr99,152.0,207.0,359.0,0.4233983286908078,2008.0,2010.0,3.0,4.333333333333333
himslve99,10.0,21.0,32.0,0.3125,1961.0,1961.0,3.0,6.666666666666667
hinchaj01,570.0,452.0,1022.0,0.5577299412915852,2009.0,2019.0,7.0,2.5714285714285716
hitchbi01,274.0,261.0,535.0,0.5121495327102804,1960.0,1967.0,5.0,5.8
hobsobu01,207.0,232.0,439.0,0.4715261958997722,1992.0,1994.0,3.0,5.333333333333333
hodgegi01,660.0,753.0,1414.0,0.4667609618104668,1963.0,1971.0,9.0,6.333333333333333
hoeyfr99,31.0,55.0,87.0,0.3563218390804598,1899.0,1899.0,1.0,10.0
hoffmgl01,47.0,41.0,88.0,0.5340909090909091,1998.0,1998.0,1.0,3.0
holbebi01,0.0,1.0,1.0,0.0,1879.0,1879.0,1.0,7.0
holliho01,16.0,66.0,82.0,0.1951219512195122,1875.0,1884.0,2.0,11.0
holmeto01,61.0,69.0,130.0,0.46923076923076923,1951.0,1952.0,2.0,5.5
hornsro01,701.0,812.0,1530.0,0.45816993464052286,1925.0,1953.0,15.0,5.066666666666666
houkra01,1619.0,1531.0,3157.0,0.5128286347798543,1961.0,1984.0,20.0,4.35
howarfr01,93.0,133.0,226.0,0.41150442477876104,1981.0,1983.0,2.0,6.0
howear01,1129.0,1137.0,2266.0,0.4982347749338041,1989.0,2004.0,14.0,3.357142857142857
howleda01,397.0,524.0,926.0,0.4287257019438445,1927.0,1932.0,6.0,6.166666666666667
howsedi01,507.0,425.0,933.0,0.5434083601286174,1978.0,1986.0,8.0,1.5
huffge99,2.0,6.0,8.0,0.25,1907.0,1907.0,1.0,7.0
huggimi01,1413.0,1134.0,2570.0,0.5498054474708172,1913.0,1929.0,17.0,3.176470588235294
huntebi03,146.0,108.0,254.0,0.5748031496062992,1977.0,1978.0,2.0,2.0
hurdlcl01,1269.0,1345.0,2615.0,0.4852772466539197,2002.0,2019.0,17.0,3.588235294117647
